naam,wetenschappelijke_naam,inheems,standplaats_licht,vocht,bodem,ellenberg_l,ellenberg_l_min,ellenberg_l_max,ellenberg_f,ellenberg_f_min,ellenberg_f_max,ellenberg_t,ellenberg_t_min,ellenberg_t_max,ellenberg_n,ellenberg_n_min,ellenberg_n_max,ellenberg_r,ellenberg_r_min,ellenberg_r_max,ellenberg_s,ellenberg_s_min,ellenberg_s_max,hoogte,breedte,winterhardheidszone,grondsoorten
,Hornungia procumbens,,zon,droog / vochtig,,8.125,7.0,9.0,4.25,3.0,5.0,7.9,6.0,12.0,7.0,6.0,8.0,8.0,7.0,9.0,4.0,2.0,6.0,,,,
Hosta (G),Hosta,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hosta plantaginea,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hosta sieboldiana,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hosta undulata,,,,,,,,,,,,,,,,,,,,,,,,,,
Hottonia (G),Hottonia,,,,,,,,,,,,,,,,,,,,,,,,,,
Waterviolier,Hottonia palustris,ja,halfschaduw / zon,zeer nat,,6.642857142857143,6.0,7.5,11.03125,9.25,12.0,6.142857142857143,5.0,8.0,4.666666666666667,4.0,6.0,5.5,5.0,7.0,0.0,0.0,0.0,,,,
,Houttuynia,,,,,,,,,,,,,,,,,,,,,,,,,,
Moerasanemoon,Houttuynia cordata,,,,,,,,,,,,,,,,,,,,,,,,,,
Humulus (G),Humulus,,,,,,,,,,,,,,,,,,,,,,,,,,
Hop,Humulus lupulus,ja,halfschaduw / zon,nat / zeer nat,,6.6875,5.0,9.0,7.9375,7.0,12.0,6.15625,5.0,8.0,7.857142857142857,7.0,8.0,6.714285714285714,6.0,9.0,0.0,0.0,0.0,,,,
Oosterse hop,Humulus scandens,,,,,,,,,,,,,,,,,,,,,,,,,,
Huperzia (G),Huperzia,,,,,,,,,,,,,,,,,,,,,,,,,,
Dennenwolfsklauw,Huperzia selago,ja,schaduw / halfschaduw / zon,droog / vochtig / nat / zeer nat,,5.1875,3.5,9.0,5.944444444444445,4.0,8.0,3.40625,3.0,5.0,3.7142857142857144,1.0,5.0,2.7142857142857144,2.0,3.0,0.0,0.0,0.0,,,,
,Hyacinthoides,,,,,,,,,,,,,,,,,,,,,,,,,,
Spaanse hyacint,Hyacinthoides hispanica,,halfschaduw / zon,droog,,7.0,5.0,9.0,3.6666666666666665,3.0,4.0,7.333333333333333,7.0,8.0,3.6666666666666665,1.0,6.0,4.666666666666667,3.0,6.0,0.0,0.0,0.0,,,,
Basterdhyacint,Hyacinthoides x massartiana,ja,,,,,,,,,,,,,,,,,,,,,,,,,
Hyacinthus (G),Hyacinthus,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyacint,Hyacinthus orientalis,,zon,droog / vochtig,,7.0,7.0,7.0,4.0,3.0,5.0,7.0,6.0,8.0,5.0,5.0,5.0,6.0,5.0,7.0,0.0,0.0,0.0,,,,
Hortensia (G),Hydrangea,,,,,,,,,,,,,,,,,,,,,,,,,,
Hortensia (macrophylla),Hydrangea macrophylla,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,5A,Alle grondsoorten
Pluimhortensia,Hydrangea paniculata,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,4A,Löss | Zavel | Veen | Lichte klei | Zand | Leem
,Hydrilla,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrilla,Hydrilla verticillata,,halfschaduw / zon,zeer nat,,6.333333333333333,6.0,7.0,12.0,12.0,12.0,5.5,5.0,6.0,3.6666666666666665,3.0,5.0,8.666666666666666,8.0,9.0,0.0,0.0,0.0,,,,
Hydrocharis (G),Hydrocharis,,,,,,,,,,,,,,,,,,,,,,,,,,
Kikkerbeet,Hydrocharis morsus-ranae,ja,zon,zeer nat,,7.285714285714286,7.0,8.0,11.0625,10.5,12.0,6.214285714285714,4.5,8.0,6.666666666666667,6.0,8.0,6.833333333333333,6.0,7.0,0.0,0.0,0.0,,,,
Waternavel (G),Hydrocotyle,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hydrocotyle bonariensis,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hydrocotyle novae-zeelandiae,,,,,,,,,,,,,,,,,,,,,,,,,,
Grote waternavel,Hydrocotyle ranunculoides,nee,,,,,,,,,,,,,,,,,,,,,,,,,
,Hydrocotyle sibthorpioides,,zon,zeer nat,,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,3.0,3.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,,,,
,Hydrocotyle verticillata,,,,,,,,,,,,,,,,,,,,,,,,,,
Gewone waternavel,Hydrocotyle vulgaris,ja,halfschaduw / zon,nat / zeer nat,,6.888888888888889,4.0,9.0,8.925,8.0,12.0,6.444444444444445,5.0,11.0,2.75,2.0,4.0,4.375,3.0,7.0,0.42857142857142855,0.0,1.0,,,,
,Hylotelephium,,,,,,,,,,,,,,,,,,,,,,,,,,
Basterdhemelsleutel,Hylotelephium 'Herbstfreude',,,,,,,,,,,,,,,,,,,,,,,,,,
,Hylotelephium sieboldii,,,,,,,,,,,,,,,,,,,,,,,,,,
Roze hemelsleutel,Hylotelephium spectabile,,,,,,,,,,,,,,,,,,,,,,,,,,
Hemelsleutel,Hylotelephium telephium,ja,zon,zeer droog / droog / vochtig / nat,,7.642857142857143,7.0,9.0,4.875,2.0,7.0,5.0,3.0,6.0,4.666666666666667,2.0,5.0,6.7,4.0,9.0,0.25,0.0,1.0,,,,
Hemelsleutel / Roze hemelsleutel,Hylotelephium telephium / spectabile / herbstfreude,,,,,,,,,,,,,,,,,,,,,,,,,,
Bleke hemelsleutel,Hylotelephium telephium subsp. maximum,,,,,,,,,,,,,,,,,,,,,,,,,,
Gewone hemelsleutel,Hylotelephium telephium subsp. telephium,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hymenosicyos membranifolius,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyoscyamus (G),Hyoscyamus,,,,,,,,,,,,,,,,,,,,,,,,,,
Wit bilzekruid,Hyoscyamus albus,,zon,zeer droog / droog / vochtig,,8.0,7.0,9.0,3.3333333333333335,2.0,5.0,8.6,7.0,11.0,8.5,8.0,9.0,7.666666666666667,7.0,9.0,0.5,0.0,1.0,,,,
Bilzekruid,Hyoscyamus niger,ja,zon,zeer droog / droog / vochtig,,8.11111111111111,8.0,9.0,4.0,1.0,5.0,6.333333333333333,5.0,8.0,8.5,7.0,9.0,7.0,7.0,7.0,0.14285714285714285,0.0,1.0,,,,
Hertshooi (G),Hypericum,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hypericum anagalloides,,,,,,,,,,,,,,,,,,,,,,,,,,
Mansbloed,Hypericum androsaemum,nee,halfschaduw / zon,vochtig / nat / zeer nat,,5.5,4.0,7.0,6.75,6.0,9.0,7.0,6.0,9.0,5.25,5.0,6.0,5.5,4.0,7.0,0.0,0.0,0.0,,,,
Mansbloed/Bokjeshertshooi/Hypericum x inodorum,Hypericum androsaemum/hircinum/x inodorum,,,,,,,,,,,,,,,,,,,,,,,,,,
Grootbloemig hertshooi,Hypericum calycinum,,halfschaduw,nat,,5.0,5.0,5.0,7.0,7.0,7.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.25,0.3,6A,Löss | Zavel | Veen | Zware klei | Lichte klei | Zand | Leem | Alle grondsoorten
Canadees hertshooi,Hypericum canadense,ja,,,,,,,,,,,,,,,,,,,,,,,,,
Moerashertshooi,Hypericum elodes,ja,zon,nat / zeer nat,,8.2,8.0,9.0,9.833333333333334,8.0,12.0,6.2,5.0,9.0,2.0,1.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,,,,
Bokkenkruid,Hypericum hircinum,,halfschaduw / zon,vochtig / nat / zeer nat,,5.5,4.0,7.0,7.333333333333333,5.0,9.0,8.75,8.0,11.0,4.333333333333333,2.0,6.0,6.333333333333333,4.0,8.0,0.0,0.0,0.0,,,,
Ruig hertshooi,Hypericum hirsutum,ja,halfschaduw / zon,droog / vochtig,,6.6875,5.0,9.0,4.90625,4.0,5.25,6.1875,4.5,8.0,5.142857142857143,3.0,7.0,6.857142857142857,5.0,8.0,0.0,0.0,0.0,,,,
Liggend hertshooi,Hypericum humifusum,ja,halfschaduw / zon,vochtig / nat,,7.055555555555555,5.0,9.0,6.725,6.0,7.25,5.642857142857143,4.5,6.0,2.875,1.0,4.0,3.875,2.0,6.0,0.0,0.0,0.0,,,,
,Hypericum kalmianum,,,,,,,,,,,,,,,,,,,,,,,,,,
Kantig / Gevlekt hertshooi,Hypericum maculatum,,,,,,,,,,,,,,,,,,,,,,,,,,
Gevlekt hertshooi,Hypericum maculatum subsp. maculatum,ja,,,,,,,,,,,,,,,,,,,,,,,,,
Kantig hertshooi,Hypericum maculatum subsp. obtusiusculum,ja,,,,,,,,,,,,,,,,,,,,,,,,,
,Hypericum majus,,,,,,,,,,,,,,,,,,,,,,,,,,
Berghertshooi,Hypericum montanum,ja,halfschaduw / zon,zeer droog / droog / vochtig,,6.0,5.0,9.0,3.96875,1.0,5.75,5.8125,5.0,6.0,2.7142857142857144,1.0,4.0,7.142857142857143,6.0,8.0,0.0,0.0,0.0,,,,
,Hypericum olympicum,,,,,,,,,,,8.0,8.0,8.0,,,,,,,,,,,,,
Uitgespreid hertshooi,Hypericum patulum,,,,,,,,,,,,,,,,,,,,,,,,,,
Sint-Janskruid,Hypericum perforatum,ja,zon,zeer droog / droog / vochtig,,7.25,7.0,9.0,3.9416666666666673,1.0,5.75,6.375,5.0,11.0,3.875,2.0,5.0,6.125,6.0,7.0,0.125,0.0,1.0,,,,
Fraai hertshooi,Hypericum pulchrum,ja,halfschaduw / zon,vochtig,,5.6,4.0,9.0,5.0,5.0,5.0,6.4,6.0,8.0,2.4,1.0,4.0,3.2,3.0,4.0,0.0,0.0,0.0,,,,
Gevleugeld hertshooi,Hypericum tetrapterum,ja,zon,nat / zeer nat,,7.375,7.0,9.0,7.972222222222222,7.0,10.0,5.25,2.0,7.0,4.571428571428571,3.0,6.0,6.071428571428571,4.0,7.0,0.3333333333333333,0.0,2.0,,,,
Frans hertshooi,Hypericum x desetangsii,ja,,,,,,,,,,,,,,,,,,,,,,,,,
,Hypericum x hidcoteense,,,,,,,,,,,,,,,,,,,,,,,,,,
Koraalhertshooi,Hypericum x inodorum,,,,,,,,,,,,,,,,,,,,,,,,,,
Biggenkruid (G),Hypochaeris,,,,,,,,,,,,,,,,,,,,,,,,,,
Glad biggenkruid,Hypochaeris glabra,ja,zon,zeer droog / droog / vochtig,,8.571428571428571,8.0,9.0,3.25,1.0,5.0,8.0,7.0,11.0,1.8333333333333333,1.0,3.0,3.0,2.0,4.0,0.2,0.0,1.0,,,,
Gevlekt biggenkruid,Hypochaeris maculata,ja,zon,droog / vochtig,,7.714285714285714,7.0,9.0,4.214285714285714,3.0,5.5,5.75,4.25,7.0,2.5,2.0,3.0,6.8,6.0,8.0,0.0,0.0,0.0,,,,
Gewoon biggenkruid,Hypochaeris radicata,ja,zon,zeer droog / droog / vochtig,,8.11111111111111,7.0,9.0,4.225,2.0,6.25,6.138888888888889,5.0,10.0,2.791666666666666,1.0,4.0,4.380952380952381,3.0,6.0,0.2857142857142857,0.0,1.0,,,,
Hyssopus (G),Hyssopus,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyssop,Hyssopus officinalis,,zon,zeer droog / droog / vochtig,,8.25,8.0,9.0,3.4375,2.0,4.75,5.970000000000001,3.0,8.0,2.8333333333333335,2.0,3.0,7.0,6.0,8.0,0.0,0.0,0.0,,,,
Scheefbloem (G),Iberis,,,,,,,,,,,,,,,,,,,,,,,,,,
Bittere scheefbloem,Iberis amara,,zon,droog / vochtig,,7.3,7.0,8.0,3.95,3.0,4.75,6.95,5.75,8.0,3.5,3.0,5.0,7.75,7.0,8.0,0.0,0.0,0.0,,,,
,Iberis odorata,,,,,,,,,,,,,,,,,,,,,,,,,,
Witte scheefbloem,Iberis sempervirens,,zon,droog / vochtig,,8.333333333333334,8.0,9.0,4.0,3.0,5.0,5.5,3.0,7.0,2.6666666666666665,2.0,4.0,5.333333333333333,3.0,8.0,0.0,0.0,0.0,,,,
,Iberis simplex,,zon,droog,,8.0,8.0,8.0,3.25,3.25,3.25,6.25,6.25,6.25,,,,,,,,,,,,,
Schermscheefbloem,Iberis umbellata,,zon,zeer droog / droog / vochtig,,8.25,7.5,9.0,3.375,2.0,4.75,7.083333333333333,6.25,8.0,1.0,1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,,,,
Ilex (G),Ilex,,,,,,,,,,,,,,,,,,,,,,,,,,
Hulst,Ilex aquifolium,ja,halfschaduw / zon,vochtig / nat,,4.75,4.0,8.0,5.222222222222222,5.0,7.0,5.75,5.0,9.0,4.5,2.0,5.0,4.0,3.0,5.0,0.0,0.0,0.0,5.0,3.0,6A,Löss | Zavel | Zand | Leem
,Ilex aquifolium 'J.C. van Tol',,,,,,,,,,,,,,,,,,,,,,,6.0,3.0,6B,Löss | Zavel | Lichte klei | Zand | Leem
Japanse hulst,Ilex crenata,nee,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,6B,Löss | Zavel | Lichte klei | Zand | Leem
Grootbladige hulst,Ilex x altaclerensis,,,,,,,,,,,,,,,,,,,,,,,,,,
Blauwe hulst,Ilex x meserveae,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,6A,Löss | Zavel | Zand | Leem
Illecebrum (G),Illecebrum,,,,,,,,,,,,,,,,,,,,,,,,,,
Grondster,Illecebrum verticillatum,ja,halfschaduw / zon,nat / zeer nat,,7.2,4.0,8.0,7.166666666666667,7.0,8.0,6.8,6.0,9.0,2.0,1.0,3.0,2.8,2.0,3.0,0.0,0.0,0.0,,,,
Springzaad (G),Impatiens,,,,,,,,,,,,,,,,,,,,,,,,,,
,Impatiens arguta,,,,,,,,,,,,,,,,,,,,,,,,,,
Tweekleurig springzaad,Impatiens balfourii,nee,,,,,,,,,,,,,,,,,,,,,,,,,
Klein x Tweekleurig springzaad,Impatiens balfourii x parviflora,,,,,,,,,,,,,,,,,,,,,,,,,,
,Impatiens bicolor,,,,,,,,,,,,,,,,,,,,,,,,,,
Oranje springzaad,Impatiens capensis,nee,halfschaduw / zon,nat / zeer nat,,6.0,5.0,7.0,8.0,7.0,9.0,6.0,6.0,6.0,6.5,6.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,,,,
Bont springzaad,Impatiens edgeworthii,,,,,,,,,,,,,,,,,,,,,,,,,,
Reuzenbalsemien,Impatiens glandulifera,nee,halfschaduw / zon,vochtig / nat / zeer nat,,5.571428571428571,5.0,7.0,7.642857142857143,6.0,8.0,6.214285714285714,5.0,7.0,7.0,7.0,7.0,6.5,5.0,7.0,0.0,0.0,0.0,,,,
Groot springzaad,Impatiens noli-tangere,ja,halfschaduw,vochtig / nat,,4.142857142857143,4.0,5.0,6.90625,6.0,7.25,5.142857142857143,5.0,6.0,6.333333333333333,6.0,7.0,6.666666666666667,5.0,7.0,0.0,0.0,0.0,,,,
Klein springzaad,Impatiens parviflora,ja,schaduw / halfschaduw,vochtig,,4.0,3.0,5.0,5.40625,5.0,6.25,5.8125,5.0,7.0,6.714285714285714,6.0,8.0,6.6,5.0,7.0,0.0,0.0,0.0,,,,
Ruig springzaad,Impatiens tricornis,,,,,,,,,,,,,,,,,,,,,,,,,,
Vlijtig liesje,Impatiens walleriana,,,,,,,,,,,,,,,,,,,,,,,,,,
,Indigofera,,,,,,,,,,,,,,,,,,,,,,,,,,
,Indigofera frutescens,,,,,,,,,,,,,,,,,,,,,,,,,,
,Indigofera heterantha,,,,,,,,,,,,,,,,,,,,,,,,,,
Alant (G),Inula,,,,,,,,,,,,,,,,,,,,,,,,,,
Engelse alant,Inula britannica,ja,zon,nat / zeer nat,,7.916666666666667,7.5,8.0,7.107142857142857,6.75,8.0,5.892857142857143,4.25,8.0,4.8,3.0,6.0,7.8,7.0,8.0,1.5,0.0,3.0,,,,
Donderkruid,Inula conyzae,ja,halfschaduw / zon,droog / vochtig,,6.333333333333333,6.0,7.0,4.0,3.0,5.0,5.916666666666667,5.5,6.0,3.0,3.0,3.0,7.2,7.0,8.0,0.0,0.0,0.0,,,,
Zeealant,Inula crithmoides,ja,,,,,,,,,,,,,,,,,,,,,,,,,
Griekse alant,Inula helenium,,halfschaduw / zon,vochtig / nat,,6.714285714285714,6.0,7.0,5.928571428571429,5.0,7.0,6.428571428571429,5.0,8.0,5.166666666666667,3.0,7.0,6.333333333333333,5.0,7.0,0.0,0.0,0.0,,,,
Trosalant,Inula racemosa,nee,,,,,,,,,,,,,,,,,,,,,,,,,
Wilgalant,Inula salicina,ja,zon,zeer droog / droog / vochtig / nat,,7.611111111111111,7.0,9.0,5.375,2.0,7.0,5.416666666666667,4.75,6.0,2.625,1.0,4.0,8.125,6.0,9.0,0.7142857142857143,0.0,2.0,,,,
,Ipheion,,,,,,,,,,,,,,,,,,,,,,,,,,
Voorjaarsster,Ipheion uniflorum,,,,,,,,,,,,,,,,,,,,,,,,,,
Dagbloem (G),Ipomoea,,,,,,,,,,,,,,,,,,,,,,,,,,
Klimopwinde,Ipomoea hederacea,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ipomoea lacunosa,,,,,,,,,,,8.0,8.0,8.0,,,,,,,,,,,,,
Dagwinde,Ipomoea purpurea,,,,,,,,,,,,,,,,,,,,,,,,,,
Kardinaalswinde,Ipomoea quamoclit,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ipomoea rubriflora,,,,,,,,,,,,,,,,,,,,,,,,,,
Lis (G),Iris,,,,,,,,,,,,,,,,,,,,,,,,,,
Stinkende lis,Iris foetidissima,,halfschaduw / zon,droog / vochtig,,6.0,5.0,7.0,4.25,4.0,5.0,8.0,7.0,9.0,4.75,4.0,5.0,6.5,4.0,8.0,0.0,0.0,0.0,,,,
Blauwe lis,Iris germanica,,,,,,,,,,,,,,,,,,,,,,,,,,
Gele lis,Iris pseudacorus,ja,halfschaduw / zon,zeer nat,,6.95,6.0,8.0,9.386363636363637,9.0,12.0,5.916666666666667,5.0,7.0,6.777777777777778,5.0,8.0,6.142857142857143,5.0,7.0,0.25,0.0,1.0,,,,
Gele lis 'Variegata',Iris pseudacorus 'Variegata',,,,,,,,,,,,,,,,,,,,,,,,,,
Dwergiris,Iris reticulata,,,,,,,,,,,,,,,,,,,,,,,,,,
Siberische lis,Iris sibirica,,zon,vochtig / nat / zeer nat,,7.833333333333333,7.0,8.0,7.428571428571429,6.0,8.0,5.821428571428571,4.75,7.0,2.6,2.0,4.0,6.2,4.0,8.0,0.0,0.0,0.0,,,,
,Iris variegata,,halfschaduw / zon,droog,,6.5,6.0,7.0,3.25,3.0,4.0,7.0,5.0,8.0,3.8333333333333335,3.0,4.0,7.0,6.0,8.0,0.0,0.0,0.0,,,,
Amerikaanse blauwe lis,Iris versicolor,,,,,,,,,,,,,,,,,,,,,,,,,,
Spaanse iris,Iris xiphium,,zon,zeer droog / droog / vochtig / nat,,8.5,8.0,9.0,4.5,2.0,7.0,8.5,8.0,9.0,2.5,2.0,3.0,6.5,6.0,7.0,0.0,0.0,0.0,,,,
Isatis (G),Isatis,,,,,,,,,,,,,,,,,,,,,,,,,,
Wede,Isatis tinctoria,ja,zon,zeer droog / droog / vochtig,,8.404761904761903,7.5,9.0,3.041666666666666,1.0,4.5,5.864583333333334,2.0,8.0,3.3333333333333335,2.0,5.0,7.666666666666667,7.0,8.0,0.0,0.0,0.0,,,,
,Ismelia,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ismelia carinata,,,,,,,,,,,,,,,,,,,,,,,,,,
Biesvaren (G),Isoetes,,,,,,,,,,,,,,,,,,,,,,,,,,
Kleine biesvaren,Isoetes echinospora,ja,zon,zeer nat,,7.0,7.0,7.0,12.0,12.0,12.0,3.6,3.0,6.0,1.4,1.0,2.0,5.0,3.0,6.0,0.0,0.0,0.0,,,,
Grote biesvaren,Isoetes lacustris,ja,halfschaduw / zon,zeer nat,,6.75,6.0,7.0,11.875,11.25,12.0,4.291666666666667,3.0,6.0,1.2,1.0,2.0,3.8,3.0,4.0,0.0,0.0,0.0,,,,
Isolepis (G),Isolepis,,,,,,,,,,,,,,,,,,,,,,,,,,
Knikkende bies,Isolepis cernua,,zon,nat / zeer nat,,8.0,7.0,9.0,8.333333333333334,7.0,10.0,6.8,4.0,11.0,2.0,1.0,3.0,4.4,4.0,5.0,0.0,0.0,0.0,,,,
Vlottende bies,Isolepis fluitans,ja,zon,zeer nat,,8.2,8.0,9.0,10.666666666666666,9.0,12.0,6.4,5.0,9.0,2.0,1.0,3.0,3.4,2.0,5.0,0.0,0.0,0.0,,,,
Borstelbies,Isolepis setacea,ja,halfschaduw / zon,nat / zeer nat,,7.055555555555555,5.0,9.0,8.775,7.0,12.0,6.555555555555555,5.0,11.0,2.625,1.0,4.0,4.625,3.0,6.0,0.0,0.0,0.0,,,,
Isotoma,Isotoma axillaris,,,,,,,,,,,,,,,,,,,,,,,,,,
Iva (G),Iva,,,,,,,,,,,,,,,,,,,,,,,,,,
Iva,Iva xanthifolia,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jacobaea,,,,,,,,,,,,,,,,,,,,,,,,,,
Waterkruiskruid,Jacobaea aquatica,ja,zon,nat / zeer nat,,7.428571428571429,7.0,9.0,7.875,7.0,9.0,5.571428571428571,4.0,7.0,4.571428571428571,3.0,5.0,4.857142857142857,4.0,6.0,0.0,0.0,0.0,,,,
Waterkruiskruid var. aquatica,Jacobaea aquatica var. aquatica,,,,,,,,,,,,,,,,,,,,,,,,,,
Waterkruiskruid var. erratica,Jacobaea aquatica var. erratica,,,,,,,,,,,,,,,,,,,,,,,,,,
Viltig kruiskruid,Jacobaea erucifolia,ja,zon,droog / vochtig,,7.285714285714286,7.0,8.0,4.375,3.0,6.0,5.964285714285714,4.5,7.0,4.5,4.0,6.0,7.833333333333333,7.0,8.0,0.16666666666666666,0.0,1.0,,,,
Zilverkruiskruid,Jacobaea maritima,,zon,droog / vochtig,,8.625,8.0,9.0,4.1875,3.0,5.75,8.0,6.0,9.0,5.0,3.0,6.0,7.0,6.0,8.0,4.333333333333333,3.0,6.0,,,,
Moeraskruiskruid,Jacobaea paludosa,ja,zon,nat / zeer nat,,7.03125,7.0,7.5,8.625,7.0,9.0,5.703125,4.0,7.0,6.0,6.0,6.0,6.5,6.0,7.0,0.0,0.0,0.0,,,,
Jakobskruiskruid / Duinkruiskruid,Jacobaea vulgaris,,zon,zeer droog / droog / vochtig,,7.8125,7.0,9.0,3.75,1.0,5.75,5.3125,4.5,7.0,5.0,4.0,7.0,6.571428571428571,6.0,7.0,0.16666666666666666,0.0,1.0,,,,
Duinkruiskruid,Jacobaea vulgaris subsp. dunensis,ja,,,,,,,,,,,,,,,,,,,,,,,,,
Gewoon jakobskruiskruid,Jacobaea vulgaris subsp. vulgaris,ja,,,,,,,,,,,,,,,,,,,,,,,,,
,Jacobaea x albescens,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jaltomata,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jaltomata procumbens,,,,,,,,,,,,,,,,,,,,,,,,,,
Jasione (G),Jasione,,,,,,,,,,,,,,,,,,,,,,,,,,
Zandblauwtje,Jasione montana,ja,zon,zeer droog / droog / vochtig,,7.583333333333334,7.0,9.0,3.1851851851851856,2.0,5.0,6.15625,4.0,8.0,1.7619047619047614,1.0,3.0,3.1666666666666674,2.0,4.0,0.0,0.0,0.0,,,,
Jasmijn (G),Jasminum,,,,,,,,,,,,,,,,,,,,,,,,,,
Winterjasmijn,Jasminum nudiflorum,,,,,,,,,,,,,,,,,,,,,,,,,,
Walnoot (G),Juglans,,,,,,,,,,,,,,,,,,,,,,,,,,
,Juglans mandshurica var. sachalinensis,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwarte walnoot,Juglans nigra,,,,,,,,,,,,,,,,,,,,,,,20.0,15.0,5A,Zavel | Lichte klei | Zand | Leem
Okkernoot,Juglans regia,nee,halfschaduw / zon,droog / vochtig,,6.142857142857143,5.0,8.0,5.285714285714286,4.0,6.0,7.714285714285714,6.0,11.0,6.285714285714286,4.0,7.0,7.142857142857143,6.0,8.0,0.0,0.0,0.0,20.0,20.0,5B,Löss | Zavel | Zware klei | Lichte klei | Zand | Leem
Rus (G),Juncus,,,,,,,,,,,,,,,,,,,,,,,,,,
,Juncus acuminatus,,,,,,,,,,,,,,,,,,,,,,,,,,
Veldrus,Juncus acutiflorus,ja,zon,nat / zeer nat,,8.357142857142858,8.0,9.0,8.1875,7.5,9.0,5.178571428571429,4.0,6.0,2.5,1.0,3.0,3.8333333333333335,3.0,5.0,0.0,0.0,0.0,,,,
Veld- / Zomprus,Juncus acutiflorus / articulatus,,,,,,,,,,,,,,,,,,,,,,,,,,
,Juncus acutus,,zon,nat / zeer nat,,8.5,8.0,9.0,8.0,8.0,8.0,8.833333333333334,7.0,11.0,4.0,3.0,7.0,7.0,6.0,8.0,3.875,2.0,8.0,,,,
Alpenrus,Juncus alpinoarticulatus,ja,zon,nat / zeer nat,,8.125,7.0,9.0,9.0,8.0,11.0,4.083333333333333,2.0,6.0,2.0,1.0,3.0,6.75,5.0,8.0,0.0,0.0,0.0,,,,
Alpenrus/Duinrus,Juncus alpinoarticulatus/anceps,,,,,,,,,,,,,,,,,,,,,,,,,,
,Juncus amabilis,,,,,,,,,,,,,,,,,,,,,,,,,,
Duinrus,Juncus anceps,ja,zon,nat / zeer nat,,8.0,8.0,8.0,7.75,7.0,9.0,5.5,4.0,7.0,3.0,2.0,4.0,7.0,7.0,7.0,2.6666666666666665,2.0,3.0,,,,
,Juncus anthelatus,,,,,,,,,,,,,,,,,,,,,,,,,,
,Juncus aridicola,,,,,,,,,,,,,,,,,,,,,,,,,,
Zomprus,Juncus articulatus,ja,zon,nat / zeer nat,,7.95,7.0,9.0,8.590909090909092,7.0,10.0,5.8125,4.0,11.0,3.0,1.0,5.0,5.375,4.0,6.0,0.8611111111111112,0.0,1.0,,,,
,Juncus astreptus,,,,,,,,,,,,,,,,,,,,,,,,,,
,Juncus australis,,,,,,,,,,,,,,,,,,,,,,,,,,
Noordse rus,Juncus balticus,ja,zon,nat / zeer nat,,8.25,8.0,9.0,8.466666666666665,7.0,11.0,3.3333333333333335,3.0,4.0,1.75,1.0,2.0,3.75,2.0,5.0,0.6666666666666666,0.0,1.0,,,,
,Juncus brachycarpus,,,,,,,,,,,,,,,,,,,,,,,,,,
Greppelrus,Juncus bufonius,ja,,,,,,,,,,,,,,,,,,,,,,,,,
Greppelrus / Zilte greppelrus,Juncus bufonius / ranarius,,,,,,,,,,,,,,,,,,,,,,,,,,
Knolrus,Juncus bulbosus,ja,halfschaduw / zon,nat / zeer nat,,7.375,6.0,9.0,9.416666666666666,8.0,11.0,5.53125,4.0,6.0,2.4285714285714284,1.0,3.0,4.0,3.0,5.0,0.16666666666666666,0.0,1.0,,,,
Knolrus subsp. bulbosus,Juncus bulbosus subsp. bulbosus,,,,,,,,,,,,,,,,,,,,,,,,,,
Kleine knolrus,Juncus bulbosus subsp. kochii,,,,,,,,,,,,,,,,,,,,,,,,,,
Canadese rus,Juncus canadensis,nee,,,,,,,,,,,,,,,,,,,,,,,,,
Koprus,Juncus capitatus,ja,zon,zeer droog / droog / vochtig / nat / zeer nat,,8.11111111111111,8.0,9.0,6.525,1.0,8.0,7.75,5.75,11.0,2.0,1.0,3.0,4.375,3.0,7.0,0.42857142857142855,0.0,3.0,,,,
